Metric,Baseline DT,Enhanced DT,Baseline RF,Enhanced RF,DT_Improvement,RF_Improvement,DT_Improvement_Pct,RF_Improvement_Pct,p_value,Significant
Accuracy,0.4,0.4294205052005943,0.75,0.8334881129271917,0.029420505200594305,0.08348811292719172,7.3551263001485845,11.131748390292229,0.01268375424048249,True
Precision,0.38,0.3995699029647495,0.74,0.8306225695333019,0.019569902964749475,0.09062256953330194,5.149974464407747,12.246293180175938,0.01690908490961415,True
Recall,0.4,0.4294205052005943,0.75,0.8334881129271917,0.029420505200594305,0.08348811292719172,7.3551263001485845,11.131748390292229,0.01268375424048249,True
F1-score,0.35,0.3408849531722643,0.73,0.8251451033719247,-0.009115046827735673,0.09514510337192472,-2.604299093638762,13.033575804373253,0.5,False
ROC-AUC,0.75,0.8524441744732618,0.9,0.9843523902201008,0.10244417447326182,0.08435239022010077,13.659223263101584,9.372487802233408,0.004446650992301032,True
