feature,importance
current_event,0.2831705063223595
trace_length,0.2337941904790693
current_case:id,0.15847015875402695
event_position,0.10749275879087844
current_case:Amount,0.058260787146405826
current_id,0.04898173782072567
current_org:role,0.038793565179772664
current_case:DeclarationNumber,0.03476811534997179
time_since_last_event,0.02394901822452046
time_since_start,0.012319161932269439
current_org:resource,0.0
current_case:BudgetNumber,0.0
